0	0	20.480000	17.990000
1	0	20.490000	19.240000
2	0	20.480000	20.500000
3	0	20.469999	21.760000
4	0	20.500000	23.010000
5	0	20.570000	24.270000
6	0	20.660000	25.530001
7	0	20.760000	26.780001
8	0	20.879999	28.040001
9	0	21.000000	29.299999
10	0	21.110001	30.549999
11	0	21.219999	31.809999
12	0	21.320000	33.070000
13	0	21.430000	34.320000
14	0	21.540001	35.580002
15	0	21.650000	36.840000
16	0	21.760000	38.099998
17	0	21.870001	39.360001
18	0	21.980000	40.610001
19	0	22.090000	41.869999
20	1	20.639999	15.540000
21	1	19.980000	16.610001
22	1	19.520000	17.780001
23	1	19.240000	19.010000
24	1	19.090000	20.260000
25	1	19.059999	21.510000
26	1	19.059999	22.770000
27	1	19.090000	24.020000
28	1	19.129999	25.280001
29	1	19.170000	26.530001
30	1	19.209999	27.790001
31	1	19.250000	29.040001
32	1	19.290001	30.299999
33	1	19.320000	31.549999
34	1	19.370001	32.799999
35	1	19.420000	34.060001
36	1	19.469999	35.310001
37	1	19.530001	36.560001
38	1	19.590000	37.810001
39	1	19.650000	39.070000
40	2	0.000000	29.610001
41	2	1.260000	29.469999
42	2	2.500000	29.309999
43	2	3.720000	29.160000
44	2	4.930000	29.000000
45	2	6.120000	28.850000
46	2	7.310000	28.700001
47	2	8.480000	28.549999
48	2	9.650000	28.410000
49	2	10.810000	28.280001
50	2	11.970000	28.150000
51	2	13.120000	28.030001
52	2	14.270000	27.910000
53	2	15.420000	27.799999
54	2	16.500000	27.420000
55	2	17.430000	26.760000
56	2	18.190001	25.900000
57	2	18.790001	24.920000
58	2	19.260000	23.879999
59	2	19.639999	22.809999
60	3	44.669998	26.320000
61	3	43.480000	26.340000
62	3	42.310001	26.360001
63	3	41.150002	26.400000
64	3	39.990002	26.440001
65	3	38.849998	26.490000
66	3	37.709999	26.530001
67	3	36.590000	26.570000
68	3	35.459999	26.610001
69	3	34.349998	26.639999
70	3	33.230000	26.660000
71	3	32.119999	26.680000
72	3	31.020000	26.700001
73	3	29.910000	26.709999
74	3	28.809999	26.719999
75	3	27.709999	26.709999
76	3	26.610001	26.690001
77	3	25.510000	26.650000
78	3	24.420000	26.600000
79	3	23.340000	26.469999
80	4	15.320000	25.840000
81	4	16.600000	25.629999
82	4	17.900000	25.530001
83	4	19.200001	25.500000
84	4	20.510000	25.520000
85	4	21.820000	25.580000
86	4	23.129999	25.680000
87	4	24.440001	25.830000
88	4	25.750000	26.000000
89	4	27.059999	26.180000
90	4	28.370001	26.370001
91	4	29.680000	26.570000
92	4	31.000000	26.760000
93	4	32.310001	26.950001
94	4	33.630001	27.129999
95	4	34.950001	27.299999
96	4	36.270000	27.469999
97	4	37.590000	27.620001
98	4	38.919998	27.760000
99	4	40.240002	27.879999
100	5	40.509998	13.790000
101	5	39.240002	13.670000
102	5	37.990002	13.560000
103	5	36.759998	13.460000
104	5	35.540001	13.350000
105	5	34.330002	13.260000
106	5	33.130001	13.170000
107	5	31.940001	13.090000
108	5	30.760000	13.020000
109	5	29.590000	12.950000
110	5	28.420000	12.900000
111	5	27.260000	12.860000
112	5	26.100000	12.820000
113	5	24.940001	12.790000
114	5	23.790001	12.770000
115	5	22.639999	12.700000
116	5	21.580000	12.280000
117	5	20.680000	11.570000
118	5	19.980000	10.680000
